kept,dropped
missing_poi_shopping_centers_dense,missing_poi_department_stores_dense
missing_poi_hotel_commercial_dense,missing_poi_shopping_centers_dense
missing_poi_third_tier_shopping_malls_in_business_district_dense,missing_poi_hotel_commercial_dense
missing_poi_second_tier_shopping_malls_in_business_district_dense,missing_poi_third_tier_shopping_malls_in_business_district_dense
missing_poi_city_winner_malls_dense,missing_poi_second_tier_shopping_malls_in_business_district_dense
missing_poi_shopping_malls_with_street_facing_shops_dense,missing_poi_city_winner_malls_dense
missing_poi_unranked_malls_dense,missing_poi_shopping_malls_with_street_facing_shops_dense
missing_poi_community_malls_dense,missing_poi_unranked_malls_dense
missing_poi_community_winner_malls_dense,missing_poi_community_malls_dense
missing_poi_key_focus_malls_dense,missing_poi_community_winner_malls_dense
missing_poi_transportation_facilities_service_bus_station_dense,missing_poi_key_focus_malls_dense
missing_poi_transportation_facilities_service_subway_station_dense,missing_poi_transportation_facilities_service_bus_station_dense
missing_poi_transportation_facilities_service_airport_related_dense,missing_poi_transportation_facilities_service_subway_station_dense
missing_poi_transportation_facilities_service_port_terminal_dense,missing_poi_transportation_facilities_service_airport_related_dense
missing_poi_transportation_facilities_service_train_station_dense,missing_poi_transportation_facilities_service_port_terminal_dense
missing_poi_transportation_facilities_service_light_rail_station_dense,missing_poi_transportation_facilities_service_train_station_dense
missing_poi_transportation_facilities_service_long_distance_bus_station_dense,missing_poi_transportation_facilities_service_light_rail_station_dense
missing_poi_leisure_entertainment_entertainment_venue_game_arcade_dense,missing_poi_transportation_facilities_service_long_distance_bus_station_dense
missing_poi_leisure_entertainment_entertainment_venue_party_house_dense,missing_poi_leisure_entertainment_entertainment_venue_game_arcade_dense
missing_poi_leisure_entertainment_cultural_venue_cultural_palace_dense,missing_poi_leisure_entertainment_entertainment_venue_party_house_dense
missing_poi_office_building_industrial_building_industrial_building_dense,missing_poi_leisure_entertainment_cultural_venue_cultural_palace_dense
missing_poi_medical_health_dense,missing_poi_office_building_industrial_building_industrial_building_dense
missing_poi_medical_health_specialty_hospital_dense,missing_poi_medical_health_dense
missing_poi_medical_health_tcm_hospital_dense,missing_poi_medical_health_specialty_hospital_dense
missing_poi_medical_health_physical_examination_institution_dense,missing_poi_medical_health_tcm_hospital_dense
missing_poi_medical_health_veterinary_station_dense,missing_poi_medical_health_physical_examination_institution_dense
missing_poi_medical_health_pharmaceutical_healthcare_dense,missing_poi_medical_health_veterinary_station_dense
missing_poi_medical_health_rehabilitation_institution_dense,missing_poi_medical_health_pharmaceutical_healthcare_dense
missing_poi_medical_health_first_aid_center_dense,missing_poi_medical_health_rehabilitation_institution_dense
missing_poi_medical_health_blood_donation_station_dense,missing_poi_medical_health_first_aid_center_dense
missing_poi_medical_health_disease_prevention_institution_dense,missing_poi_medical_health_blood_donation_station_dense
missing_poi_medical_health_general_hospital_dense,missing_poi_medical_health_disease_prevention_institution_dense
missing_poi_medical_health_clinic_dense,missing_poi_medical_health_general_hospital_dense
missing_poi_education_training_school_education_middle_school_dense,missing_poi_medical_health_clinic_dense
missing_poi_education_training_school_education_primary_school_dense,missing_poi_education_training_school_education_middle_school_dense
missing_poi_education_training_school_education_kindergarten_dense,missing_poi_education_training_school_education_primary_school_dense
missing_poi_education_training_school_education_research_institution_dense,missing_poi_education_training_school_education_kindergarten_dense
missing_macro_total_fixed_assets_10k,macro_science_expenditure_10k_yoy
missing_macro_total_fixed_assets_10k,macro_education_expenditure_10k_yoy
missing_macro_main_business_taxes_and_surcharges_10k,missing_macro_total_fixed_assets_10k
missing_macro_real_estate_development_investment_completed_10k,missing_macro_main_business_taxes_and_surcharges_10k
missing_macro_residential_development_investment_completed_10k,missing_macro_real_estate_development_investment_completed_10k
missing_macro_education_expenditure_10k,missing_macro_science_expenditure_10k
nh_area_new_house_transactions_lag1,nh_num_new_house_transactions_lag1
nh_area_new_house_transactions_lag2,nh_num_new_house_transactions_lag2
nh_area_new_house_transactions_lag3,nh_num_new_house_transactions_lag3
nh_area_new_house_transactions_lag6,nh_num_new_house_transactions_lag6
nh_area_new_house_transactions_lag12,nh_num_new_house_transactions_lag12
nh_price_new_house_transactions_lag1,nh_price_new_house_transactions
nh_price_new_house_transactions_lag2,nh_price_new_house_transactions_lag1
nh_price_new_house_transactions_lag3,nh_price_new_house_transactions_lag2
nh_price_new_house_transactions_lag6,nh_price_new_house_transactions_lag3
nh_price_new_house_transactions_lag12,nh_price_new_house_transactions_lag6
nh_num_new_house_available_for_sale_lag1,nh_area_new_house_available_for_sale
nh_num_new_house_available_for_sale_lag2,nh_num_new_house_available_for_sale_lag1
nh_num_new_house_available_for_sale_lag3,nh_num_new_house_available_for_sale_lag2
nh_num_new_house_available_for_sale_lag6,nh_num_new_house_available_for_sale_lag3
nh_num_new_house_available_for_sale_lag12,nh_num_new_house_available_for_sale_lag6
nh_area_new_house_available_for_sale_lag1,nh_num_new_house_available_for_sale_lag12
nh_area_new_house_available_for_sale_lag2,nh_area_new_house_available_for_sale_lag1
nh_area_new_house_available_for_sale_lag3,nh_area_new_house_available_for_sale_lag2
nh_area_new_house_available_for_sale_lag6,nh_area_new_house_available_for_sale_lag3
nh_area_new_house_available_for_sale_lag12,nh_area_new_house_available_for_sale_lag6
nh_period_new_house_sell_through_lag1,nh_period_new_house_sell_through
nh_period_new_house_sell_through_lag2,nh_period_new_house_sell_through_lag1
nh_period_new_house_sell_through_lag3,nh_period_new_house_sell_through_lag2
nhnbr_area_new_house_transactions_nearby_sectors_lag1,nhnbr_num_new_house_transactions_nearby_sectors_lag1
nhnbr_area_new_house_transactions_nearby_sectors_lag2,nhnbr_num_new_house_transactions_nearby_sectors_lag2
nhnbr_area_new_house_transactions_nearby_sectors_lag3,nhnbr_num_new_house_transactions_nearby_sectors_lag3
nhnbr_area_new_house_transactions_nearby_sectors_lag6,nhnbr_num_new_house_transactions_nearby_sectors_lag6
nhnbr_area_new_house_transactions_nearby_sectors_lag12,nhnbr_num_new_house_transactions_nearby_sectors_lag12
nhnbr_price_new_house_transactions_nearby_sectors_lag1,nhnbr_total_price_per_unit_new_house_transactions_nearby_sectors
nhnbr_price_new_house_transactions_nearby_sectors_lag2,nhnbr_price_new_house_transactions_nearby_sectors_lag1
nhnbr_price_new_house_transactions_nearby_sectors_lag3,nhnbr_price_new_house_transactions_nearby_sectors_lag2
nhnbr_price_new_house_transactions_nearby_sectors_lag6,nhnbr_price_new_house_transactions_nearby_sectors_lag3
nhnbr_price_new_house_transactions_nearby_sectors_lag12,nhnbr_price_new_house_transactions_nearby_sectors_lag6
nhnbr_amount_new_house_transactions_nearby_sectors_lag12,nhnbr_area_new_house_transactions_nearby_sectors_lag12
nhnbr_total_price_per_unit_new_house_transactions_nearby_sectors_lag2,nhnbr_total_price_per_unit_new_house_transactions_nearby_sectors_lag1
nhnbr_total_price_per_unit_new_house_transactions_nearby_sectors_lag3,nhnbr_price_new_house_transactions_nearby_sectors_lag12
nhnbr_total_price_per_unit_new_house_transactions_nearby_sectors_lag3,nhnbr_total_price_per_unit_new_house_transactions_nearby_sectors_lag2
nhnbr_total_price_per_unit_new_house_transactions_nearby_sectors_lag6,nhnbr_total_price_per_unit_new_house_transactions_nearby_sectors_lag3
nhnbr_num_new_house_available_for_sale_nearby_sectors_lag1,nhnbr_area_new_house_available_for_sale_nearby_sectors
nhnbr_num_new_house_available_for_sale_nearby_sectors_lag2,nhnbr_num_new_house_available_for_sale_nearby_sectors_lag1
nhnbr_num_new_house_available_for_sale_nearby_sectors_lag3,nhnbr_num_new_house_available_for_sale_nearby_sectors_lag2
nhnbr_num_new_house_available_for_sale_nearby_sectors_lag6,nhnbr_num_new_house_available_for_sale_nearby_sectors_lag3
nhnbr_num_new_house_available_for_sale_nearby_sectors_lag12,nhnbr_num_new_house_available_for_sale_nearby_sectors_lag6
nhnbr_area_new_house_available_for_sale_nearby_sectors_lag1,nhnbr_num_new_house_available_for_sale_nearby_sectors_lag12
nhnbr_area_new_house_available_for_sale_nearby_sectors_lag2,nhnbr_area_new_house_available_for_sale_nearby_sectors_lag1
nhnbr_area_new_house_available_for_sale_nearby_sectors_lag3,nhnbr_area_new_house_available_for_sale_nearby_sectors_lag2
nhnbr_area_new_house_available_for_sale_nearby_sectors_lag6,nhnbr_area_new_house_available_for_sale_nearby_sectors_lag3
nhnbr_area_new_house_available_for_sale_nearby_sectors_lag12,nhnbr_area_new_house_available_for_sale_nearby_sectors_lag6
po_area_pre_owned_house_transactions_lag1,po_num_pre_owned_house_transactions
po_area_pre_owned_house_transactions_lag2,po_area_pre_owned_house_transactions_lag1
po_area_pre_owned_house_transactions_lag3,po_area_pre_owned_house_transactions_lag2
po_amount_pre_owned_house_transactions_lag1,po_amount_pre_owned_house_transactions
po_amount_pre_owned_house_transactions_lag2,po_amount_pre_owned_house_transactions_lag1
po_amount_pre_owned_house_transactions_lag3,po_amount_pre_owned_house_transactions_lag2
po_num_pre_owned_house_transactions_lag2,po_area_pre_owned_house_transactions_lag3
po_num_pre_owned_house_transactions_lag2,po_num_pre_owned_house_transactions_lag1
po_num_pre_owned_house_transactions_lag3,po_num_pre_owned_house_transactions_lag2
po_num_pre_owned_house_transactions_lag6,po_area_pre_owned_house_transactions_lag6
po_num_pre_owned_house_transactions_lag12,po_area_pre_owned_house_transactions_lag12
po_price_pre_owned_house_transactions_lag1,po_price_pre_owned_house_transactions
po_price_pre_owned_house_transactions_lag2,po_price_pre_owned_house_transactions_lag1
po_price_pre_owned_house_transactions_lag3,po_price_pre_owned_house_transactions_lag2
po_price_pre_owned_house_transactions_lag6,po_price_pre_owned_house_transactions_lag3
po_price_pre_owned_house_transactions_lag12,po_price_pre_owned_house_transactions_lag6
ponbr_area_pre_owned_house_transactions_nearby_sectors_lag1,ponbr_num_pre_owned_house_transactions_nearby_sectors_lag1
ponbr_area_pre_owned_house_transactions_nearby_sectors_lag2,ponbr_num_pre_owned_house_transactions_nearby_sectors_lag2
ponbr_area_pre_owned_house_transactions_nearby_sectors_lag3,ponbr_num_pre_owned_house_transactions_nearby_sectors_lag3
ponbr_area_pre_owned_house_transactions_nearby_sectors_lag6,ponbr_num_pre_owned_house_transactions_nearby_sectors_lag6
ponbr_area_pre_owned_house_transactions_nearby_sectors_lag12,ponbr_num_pre_owned_house_transactions_nearby_sectors_lag12
ponbr_price_pre_owned_house_transactions_nearby_sectors_lag1,ponbr_price_pre_owned_house_transactions_nearby_sectors
ponbr_price_pre_owned_house_transactions_nearby_sectors_lag2,ponbr_price_pre_owned_house_transactions_nearby_sectors_lag1
ponbr_price_pre_owned_house_transactions_nearby_sectors_lag3,ponbr_price_pre_owned_house_transactions_nearby_sectors_lag2
ponbr_price_pre_owned_house_transactions_nearby_sectors_lag6,ponbr_price_pre_owned_house_transactions_nearby_sectors_lag3
ponbr_price_pre_owned_house_transactions_nearby_sectors_lag12,ponbr_price_pre_owned_house_transactions_nearby_sectors_lag6
land_planned_building_area_lag1,land_construction_area_lag1
land_planned_building_area_lag2,land_construction_area_lag2
land_planned_building_area_lag3,land_construction_area_lag3
land_planned_building_area_lag6,land_construction_area_lag6
land_planned_building_area_lag12,land_construction_area_lag12
landnbr_planned_building_area_nearby_sectors_lag1,landnbr_construction_area_nearby_sectors_lag1
landnbr_planned_building_area_nearby_sectors_lag2,landnbr_construction_area_nearby_sectors_lag2
landnbr_planned_building_area_nearby_sectors_lag3,landnbr_construction_area_nearby_sectors_lag3
landnbr_planned_building_area_nearby_sectors_lag6,landnbr_construction_area_nearby_sectors_lag6
landnbr_planned_building_area_nearby_sectors_lag12,landnbr_construction_area_nearby_sectors_lag12
landnbr_transaction_amount_nearby_sectors_lag12,landnbr_planned_building_area_nearby_sectors_lag12
nh_area_new_house_transactions_diff1,nh_num_new_house_transactions_diff1
nh_area_new_house_transactions_pctchg1,nh_num_new_house_transactions_pctchg1
nh_area_new_house_transactions_diff3,nh_num_new_house_transactions_diff3
nh_area_new_house_transactions_pctchg3,nh_num_new_house_transactions_pctchg3
nh_area_new_house_transactions_diff12,nh_num_new_house_transactions_diff12
nh_area_new_house_transactions_pctchg12,nh_num_new_house_transactions_pctchg12
nh_amount_new_house_transactions_pctchg3,nh_area_new_house_transactions_pctchg3
nh_amount_new_house_transactions_pctchg12,nh_area_new_house_transactions_pctchg12
nh_area_new_house_available_for_sale_diff1,nh_num_new_house_available_for_sale_diff1
nh_area_new_house_available_for_sale_pctchg1,nh_num_new_house_available_for_sale_pctchg1
nh_area_new_house_available_for_sale_diff3,nh_num_new_house_available_for_sale_diff3
nh_area_new_house_available_for_sale_pctchg3,nh_num_new_house_available_for_sale_pctchg3
nh_area_new_house_available_for_sale_diff12,nh_num_new_house_available_for_sale_diff12
nh_area_new_house_available_for_sale_pctchg12,nh_num_new_house_available_for_sale_pctchg12
nhnbr_area_new_house_transactions_nearby_sectors_diff1,nhnbr_num_new_house_transactions_nearby_sectors_diff1
nhnbr_area_new_house_transactions_nearby_sectors_pctchg1,nhnbr_num_new_house_transactions_nearby_sectors_pctchg1
nhnbr_area_new_house_transactions_nearby_sectors_diff3,nhnbr_num_new_house_transactions_nearby_sectors_diff3
nhnbr_area_new_house_transactions_nearby_sectors_pctchg3,nhnbr_num_new_house_transactions_nearby_sectors_pctchg3
